model,epochs,batch_size,latent_dims,learning_rates,fc_layers_sizes,loss,accuracy,loss_history,hr_score
improved,100,128,16,0.1,"[256, 128, 64]",15.3829021453857,0.013157894834876,"[29.27977180480957, 12.34164810180664, 13.343893051147461, 13.851106643676758, 15.382902145385742]",0.037037037037037
improved,100,128,16,0.1,"[128, 64, 32]",8.76590728759766,0,"[8.443228721618652, 8.056930541992188, 14.561573028564453, 8.645026206970215, 8.765907287597656]",0.068783068783069
improved,100,128,32,0.01,"[512, 256, 128]",8.3447847366333,0.013157894834876,"[12.909303665161133, 11.379044532775879, 10.055937767028809, 9.055185317993164, 8.366555213928223, 8.086174964904785, 8.979928970336914, 8.710636138916016, 7.875011444091797, 7.709445953369141, 8.010356903076172, 7.980767726898193, 8.3447847366333]",0.026455026455027
improved,100,128,32,0.01,"[256, 128, 64]",8.89223575592041,0,"[10.968585968017578, 10.112161636352539, 9.395767211914062, 8.983939170837402, 8.419595718383789, 8.039654731750488, 7.815155982971191, 7.866756439208984, 8.421856880187988, 8.89223575592041]",0.042328042328042
improved,100,128,32,0.01,"[128, 64, 32]",8.45207118988037,0.013157894834876,"[9.62993049621582, 9.204444885253906, 8.819708824157715, 8.521589279174805, 8.324277877807617, 8.07126522064209, 7.9841532707214355, 8.144183158874512, 8.435151100158691, 8.452071189880371]",0
improved,100,128,32,0.1,"[512, 256, 128]",54.4220886230469,0.013157894834876,"[64.14337921142578, 157.62625122070312, 36.417057037353516, 48.70184326171875, 47.1772346496582, 54.422088623046875]",0.037037037037037
improved,100,128,32,0.1,"[256, 128, 64]",16.9571056365967,0.013157894834876,"[19.62994956970215, 17.051166534423828, 13.594066619873047, 15.876106262207031, 16.32436752319336, 16.95710563659668]",0.037037037037037
improved,100,128,32,0.1,"[128, 64, 32]",11.3239688873291,0.013157894834876,"[8.124021530151367, 8.093360900878906, 21.282470703125, 8.784575462341309, 11.323968887329102]",0.037037037037037
improved,100,128,64,0.01,"[512, 256, 128]",8.35463333129883,0.013157894834876,"[13.8868989944458, 11.92396354675293, 10.589909553527832, 9.321622848510742, 8.505085945129395, 8.056509971618652, 8.620149612426758, 9.255931854248047, 8.354633331298828]",0.047619047619048
improved,100,128,64,0.01,"[256, 128, 64]",8.31009292602539,0,"[11.50535774230957, 10.384355545043945, 9.4719877243042, 8.935920715332031, 8.399676322937012, 7.993991374969482, 7.851235866546631, 8.10959529876709, 8.75855541229248, 8.31009292602539]",0.010582010582011
improved,100,128,64,0.01,"[128, 64, 32]",8.45218753814697,0,"[9.873682022094727, 9.33583927154541, 8.868757247924805, 8.462590217590332, 8.125595092773438, 7.946237087249756, 8.173230171203613, 8.44851303100586, 8.452187538146973]",0.042328042328042
improved,100,128,64,0.1,"[512, 256, 128]",82.9930191040039,0.013157894834876,"[56.634071350097656, 200.21568298339844, 35.980133056640625, 145.4986114501953, 52.381446838378906, 82.9930191040039]",0.021164021164021
